00036 2,674,137,50,66,0.729431

00037 0,222,123,52,64,0.850522
00037 1,426,140,50,66,0.812556
00037 2,685,139,50,66,0.646907

00038 0,237,124,53,65,0.831794
00038 1,439,141,50,66,0.738733
00038 2,696,141,50,66,0.952004

00039 0,252,126,54,66,0.668091
00039 1,452,143,50,66,0.719689
00039 2,707,143,50,66,0.673670

00040 0,265,127,55,67,0.625421
00040 1,465,145,50,66,0.647440
00040 2,716,146,50,66,0.576959

00041 0,276,127,55,67,0.661114
00041 2,724,149,49,65,0.963542

00042 0,286,126,55,67,0.652937
00042 2,731,153,49,65,0.682432

00043 0,294,125,56,68,0.644816
00043 2,737,157,49,65,0.718544

00044 0,301,124,56,68,0.901665
00044 2,742,161,49,64,0.642922

00045 0,307,124,57,69,0.892413
00045 2,746,165,49,63,0.644660

00046 0,312,124,57,69,0.753094
00046 2,749,169,49,63,0.889121

00047 0,317,124,57,69,0.631587
00047 2,752,172,49,62,0.799683

00048 0,322,124,57,69,0.918628
00048 2,755,175,49,62,0.893189

00049 0,328,124,57,69,0.861068
00049 2,758,178,49,62,0.800348

00050 0,331,121,58,71,0.843211
00050 2,768,178,50,63,0.735076

00051 0,334,118,60,73,0.842796
00051 2,778,178,51,64,0.682944

00052 0,338,115,62,75,0.794365
00052 2,789,178,52,65,0.566408

00053 0,343,111,64,77,0.719241
00053 2,800,178,53,66,0.876975

00054 0,347,106,66,79,0.648726
00054 2,811,179,54,67,0.794001

00055 0,350,101,67,81,0.958690
00055 2,821,180,55,68,0.631037

00056 0,353,100,68,82,0.900442
00056 2,823,182,55,68,0.695360

00057 0,355,100,68,82,0.860734
00057 2,821,185,54,67,0.742275

00058 0,356,101,68,82,0.830621
00058 2,819,187,53,66,0.649999

00059 0,356,102,68,82,0.790939
00059 2,816,190,52,65,0.818383

00060 0,355,104,68,82,0.797242
00060 2,811,193,51,64,0.667551

00061 0,353,106,68,82,0.856793
00061 2,805,195,50,63,0.693471

00062 0,350,107,68,82,0.776062
00062 2,799,197,49,62,0.701762

00063 0,346,108,68,82,0.733882
00063 2,793,199,48,61,0.675194

00064 0,341,109,68,82,0.729949
00064 2,786,201,48,60,0.766588

00065 0,336,109,68,82,0.729579
00065 2,778,203,48,60,0.757233

00066 0,331,109,68,82,0.714430
00066 2,770,205,48,60,0.728015

00067 0,326,109,68,82,0.686607
00067 2,763,207,48,59,0.693000

00068 0,322,109,68,82,0.688745
00068 2,756,209,48,58,0.771711

00069 0,318,109,69,83,0.707815
00069 2,749,211,47,57,0.782669

00070 0,316,109,70,84,0.714663
00070 2,742,213,47,56,0.736138

00071 0,316,110,70,85,0.699665
00071 2,735,215,47,56,0.712971

00072 0,316,111,70,85,0.691124
00072 2,729,216,47,56,0.659104

00073 0,319,112,70,86,0.633488
00073 2,725,217,47,56,0.611214

00074 0,323,112,71,87,0.918683
00074 2,723,218,47,56,0.917934

00075 0,328,112,71,87,0.841872
00075 2,722,218,47,56,0.810082

00076 0,332,112,71,87,0.754978
00076 2,721,218,47,56,0.685425

00077 0,334,112,71,87,0.734196
00077 2,720,218,47,56,0.603079

00078 0,334,111,71,87,0.740372
00078 2,719,218,47,56,0.933293

00079 0,333,110,70,86,0.747224
00079 2,717,218,46,55,0.850387

00080 0,329,108,70,86,0.776814
00080 2,715,217,46,55,0.820259

00081 0,324,106,70,86,0.813475
00081 2,713,216,46,55,0.779371

00082 0,319,104,69,85,0.850710
00082 2,711,215,46,54,0.735475

00083 0,314,102,69,85,0.799109
00083 2,708,214,46,54,0.747562

00084 0,309,100,68,84,0.810501
00084 2,705,213,46,54,0.727482

00085 0,305,98,67,83,0.771865
00085 2,702,212,46,54,0.701258

00086 0,301,95,67,83,0.734000
00086 2,699,211,46,54,0.696798

00087 0,298,92,66,82,0.700017
00087 2,696,210,46,54,0.685207

00088 0,296,89,66,82,0.667528
00088 2,692,208,46,54,0.679011

00089 0,294,87,65,81,0.641783
00089 2,688,206,46,54,0.614685

00090 0,292,85,65,81,0.965595
00090 2,684,204,46,54,0.860402

00091 0,290,83,65,81,0.899126
00091 2,681,202,46,54,0.707847

00092 0,288,81,65,81,0.813199
00092 2,678,200,46,54,0.605382

00093 0,287,79,65,81,0.817128
00093 2,675,198,46,54,0.765135

00094 0,286,77,65,80,0.837650
00094 2,672,195,46,54,0.520888

00095 0,286,75,65,80,0.712526
00095 2,671,193,46,54,0.761241

00096 0,287,73,65,80,0.697115
00096 2,672,191,46,54,0.659869

00097 0,288,72,65,80,0.714219
00097 2,674,189,46,54,0.557600

00098 0,291,71,65,80,0.699594
00098 2,678,188,46,54,0.918606

00099 0,295,71,65,80,0.672644
00099 2,684,186,46,54,0.862042

00100 0,299,72,65,80,0.687651
00100 2,691,184,47,55,0.887215

00101 0,304,73,65,80,0.654882
00101 2,698,182,48,56,0.858789

00102 0,308,75,65,80,0.675472
00102 2,705,180,49,57,0.833962

00103 0,313,77,65,80,0.642485
00103 2,712,178,50,58,0.793860

00104 0,318,79,65,80,0.963098
00104 2,720,176,51,59,0.767730

00105 0,324,82,65,80,0.948412
00105 2,728,174,52,60,0.699125

00106 0,330,85,65,80,0.898132
00106 2,737,172,52,60,0.666620

00107 0,336,87,65,80,0.846385
00107 2,746,170,53,61,0.651852

00108 0,342,89,66,81,0.816217
00108 2,756,167,54,62,0.604340

00109 0,349,90,67,82,0.788352
00109 2,766,163,55,63,0.843292

00110 0,355,92,67,82,0.726809
00110 2,776,159,56,64,0.676316

00111 0,360,93,68,83,0.679767
00111 2,786,155,57,65,0.583523

00112 0,364,93,68,83,0.710129
00112 2,797,152,58,66,0.957915

00113 0,368,94,68,83,0.706834
00113 2,808,149,59,67,0.895512

00114 0,372,97,68,83,0.678009
00114 2,819,146,60,68,0.582547

00115 0,373,95,70,86,0.644938
00115 2,846,138,64,73,0.727589

00116 0,373,90,73,89,0.953684
00116 2,876,126,70,79,0.558342

00117 0,371,83,75,92,0.825155

00118 0,374,83,75,92,0.705302

00119 0,376,85,75,92,0.658298

00120 0,376,87,74,91,0.613465

00121 0,375,89,73,90,0.854560

00122 0,374,91,73,90,0.743778

00123 0,374,94,72,89,0.565330

00124 0,374,97,72,88,0.971203

00125 0,374,100,72,88,0.933948

00126 0,374,103,72,87,0.902739

00127 0,373,107,72,87,0.913803

00128 0,371,111,71,86,0.838627

00129 0,369,115,70,85,0.856587

00130 0,365,119,70,84,0.838882

00131 0,360,123,70,83,0.835616

00132 0,355,127,69,82,0.812046

00133 0,349,130,68,81,0.803994

00134 0,341,134,67,79,0.756445

00135 0,333,137,66,78,0.764717

00136 0,325,141,65,77,0.698066

00137 0,318,144,64,76,0.695869

00138 0,311,148,63,75,0.635875

00139 0,304,152,62,74,0.803825

00140 0,297,156,61,73,0.759895

00141 0,290,160,60,72,0.722968

00142 0,283,164,59,71,0.675325

00143 0,276,167,58,70,0.620467

00144 0,268,170,57,69,0.890458

00145 0,261,173,57,69,0.852421

00146 0,253,176,57,69,0.749893

00147 0,245,179,58,70,0.678324

00148 0,237,181,58,70,0.574275

00149 0,230,183,58,70,0.877123

00150 0,223,184,57,69,0.871781

00151 0,216,185,56,68,0.725197

00152 0,209,185,56,67,0.652523

00153 0,202,185,55,66,0.604798

00154 0,194,185,54,65,0.943237

00155 0,186,185,53,64,0.881564

00156 0,178,186,52,63,0.795488

00157 0,170,187,52,63,0.742551

00158 0,162,188,52,63,0.753165

00159 0,154,190,52,63,0.722084

00160 0,146,192,52,64,0.702404

00161 0,138,195,52,64,0.658616

00162 0,130,198,52,64,0.616779

00163 0,121,199,52,64,0.959654

00164 0,111,199,51,63,0.908063

00165 0,99,198,51,63,0.823732

00166 0,87,196,51,63,0.740385

00167 0,73,194,51,63,0.577094

00168 0,58,193,51,64,0.899004

00169 0,40,191,51,64,0.795929

00170 0,19,190,51,64,0.733616












































































00246 2,661,241,69,87,0.449439

00247 2,673,241,69,87,0.457298

00248 2,683,241,69,87,0.453874

00249 2,691,242,69,87,0.452057

00250 2,698,242,70,88,0.462537

00251 2,704,243,70,89,0.467766

00252 2,710,244,70,90,0.472838

00253 2,720,244,72,92,0.475052

00254 2,727,244,74,94,0.475464

00255 2,733,244,75,96,0.479538

00256 2,738,244,77,98,0.477083

00257 2,737,246,77,98,0.478848

00258 2,736,248,77,98,0.477070

00259 2,735,250,77,98,0.475686

00260 2,734,252,77,98,0.475973

00261 2,733,254,77,98,0.471553

00262 2,732,256,77,98,0.470635

00263 2,731,258,77,98,0.463210

00264 2,727,260,77,98,0.452202

00265 2,721,263,77,98,0.450157

00266 1,481,57,34,43,0.417944
00266 2,714,266,77,98,0.448828

00267 1,483,60,33,42,0.428121
00267 2,706,269,77,98,0.446431

00268 1,481,61,33,43,0.438668
00268 2,700,271,77,99,0.440230

00269 1,474,62,33,43,0.434103
00269 2,692,273,78,100,0.431109

00270 1,464,63,33,42,0.423602
00270 2,683,275,78,101,0.422476

00271 1,451,64,33,42,0.419925
00271 2,673,277,79,102,0.412416

00272 1,437,66,31,40,0.421242
00272 2,658,276,78,100,0.409553

00273 1,423,69,29,37,0.436030
00273 2,642,275,77,99,0.409611

00274 1,408,71,30,38,0.417890
00274 2,626,274,75,97,0.412371

00275 1,394,74,29,37,0.406844
00275 2,609,273,74,95,0.407366

00276 1,381,78,28,36,0.422495

00277 1,369,80,30,39,0.371132

00278 1,360,85,30,39,0.366482

00279 1,352,91,31,40,0.356913

00280 1,346,98,31,40,0.371408

00281 1,344,105,31,40,0.352901

00282 1,341,113,31,40,0.354607

00283 1,340,121,32,41,0.351519

00284 1,342,128,33,42,0.347668

00285 1,351,137,32,40,0.349965

00286 1,361,144,37,46,0.315694

00287 1,380,156,36,45,0.320610

00288 1,407,167,35,44,0.317570

00289 1,438,176,35,43,0.315913

00290 1,478,179,34,41,0.336499

00291 1,505,165,44,53,0.294982

00292 1,525,151,45,54,0.298773

00293 1,527,135,44,52,0.299085

00294 1,512,123,41,49,0.307469

00295 1,484,115,39,46,0.308759

00296 1,454,109,36,42,0.331041

00297 1,420,103,35,41,0.356060

00298 1,380,97,37,43,0.347422

00299 1,341,93,39,45,0.331634

00300 1,303,91,39,45,0.317542

00301 1,256,89,48,55,0.267222

00302 1,210,92,46,53,0.267591

00303 1,160,97,48,56,0.250255

00304 1,109,104,47,55,0.246412

00305 1,57,111,44,51,0.288162








































































































































































































































































































